session,gt_persons,gt_other,yolo_events,tp,fp,fn,precision,recall,f1,far_total,far_other,duration_min,avg_yolo_ms,p95_yolo_ms,avg_fps,avg_cpu_pct,avg_ram_mb,total_frames
Porch-2,0,2,0,0,0,0,100.0,100.0,100.0,0.0,0.0,0.09,292.61,345.34,4.71,12.16,482.77,142
