session,gt_persons,gt_other,yolo_events,tp,fp,fn,precision,recall,f1,far_total,far_other,duration_min,avg_yolo_ms,p95_yolo_ms,avg_fps,avg_cpu_pct,avg_ram_mb,total_frames
Back-4,0,1,0,0,0,0,100.0,100.0,100.0,0.0,0.0,0.17,0.0,0.0,4.76,11.79,452.56,125
